repo,origin,default_branch,stargazers_count,forks_count,updated_days_ago,pushed_days_ago,created_days_ago
aokinobu/sparqlbean,org.openrdf.sesame+sesame-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,158,158,1569
aolite/jenarules,org.apache.jena+jena-filename:pom.xml,master,0,1,608,608,608
AoteChou/IQCrawler,org.apache.jena+jena-filename:pom.xml,master,0,0,1341,1341,1341
aouhabi/monstage,org.apache.jena+jena-core-filename:pom.xml & com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,555,555,555
apache/any23,org.eclipse.rdf4j+rdf4j-filename:pom.xml,master,63,46,13,98,2564
apache/attic-polygene-java,org.openrdf.openrdf.sesame+sesame-queryparser-sparql-extension:gradle & org.openrdf.sesame+sesame-queryparser-sparql-extension:gradle & org.openrdf.sesame+sesame-extension:gradle & org.openrdf.sesame+sesame-queryresultio-sparqljson-extension:gradle & org.openrdf.sesame+sesame-queryresultio-sparqlxml-extension:gradle,master,83,25,8,90,1537
apache/clerezza,org.apache.stanbol+org.apache.stanbol-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.clerezza+rdf.jena.sparql-filename:pom.xml,master,33,21,13,28,3042
apache/clerezza-contribs,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.clerezza+rdf.jena.sparql-filename:pom.xml,master,0,1,13,152,152
apache/clerezza-rdf-core,org.apache.clerezza.commons-rdf+commons-rdf-impl-sparql-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.clerezza+rdf.jena.sparql-filename:pom.xml & org.apache.jena+jena-fuseki-filename:pom.xml,master,1,4,506,567,1548
apache/cocoon,org.apache.jena+jena-filename:pom.xml,trunk,14,16,13,59,3674
apache/commons-rdf,org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,22,35,13,13,1546
apache/incubator-rya,org.eclipse.rdf4j+rdf4j-queryresultio-sparqlxml-filename:pom.xml & org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.eclipse.rdf4j+rdf4j-queryresultio-sparqljson-filename:pom.xml & org.eclipse.rdf4j+rdf4j-queryparser-sparql-filename:pom.xml,master,65,58,13,41,1345
apache/incubator-sdap-mudrod,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,9,13,13,9,593
apache/incubator-taverna-commandline,org.apache.jena+jena-filename:pom.xml,master,3,7,13,146,1575
apache/incubator-taverna-engine,org.apache.jena+jena-filename:pom.xml,master,9,7,13,21,1575
apache/incubator-taverna-language,org.openrdf.sesame+sesame-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,18,22,13,21,1575
apache/juneau,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,45,29,2,2,1044
apache/marmotta,org.openrdf.sesame+sesame-filename:pom.xml & org.apache.marmotta+marmotta-ldcache-file-filename:pom.xml & org.openrdf.openrdf.sesame+sesame-queryparser-sparql-filename:pom.xml & org.apache.marmotta+marmotta-ldcache-kiwi-filename:pom.xml & org.apache.marmotta+kiwi-sparql-filename:pom.xml & org.apache.marmotta+marmotta-ldcache-common-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.marmotta+marmotta-sparql-filename:pom.xml & org.openrdf.sesame+sesame-queryparser-sparql-filename:pom.xml & org.openrdf.sesame+sesame-sparql-testsuite-filename:pom.xml & org.openrdf.sesame+sesame-repository-sparql-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqlxml-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqljson-filename:pom.xml & org.apache.marmotta+marmotta-filename:pom.xml,master,41,46,90,196,1967
apache/maven-doap-plugin,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,1,193,193,550
apache/maven-plugins,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,trunk,221,280,9,10,3674
apache/odftoolkit,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,trunk,36,24,64,253,2510
apache/oodt,org.apache.jena+jena-filename:pom.xml,master,46,52,13,3,2333
apache/stanbol,com.hp.hpl.jena+jena-filename:pom.xml & org.openrdf.sesame+sesame-filename:pom.xml & at.newmedialab.ldpath+ldpath-core-bundle-filename:pom.xml & org.apache.marmotta+kiwi-sparql-filename:pom.xml & org.apache.stanbol+org.apache.stanbol.entityhub.site.linkeddata-filename:pom.xml & org.apache.clerezza+rdf.jena.sparql-filename:pom.xml & org.apache.stanbol+org.apache.stanbol-filename:pom.xml & org.apache.stanbol+org.apache.stanbol.rules.adapters.sparql-filename:pom.xml & org.apache.stanbol+org.apache.stanbol.entityhub.query.clerezza-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.stanbol+org.apache.stanbol.entityhub.query.sparql-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml & org.apache.stanbol+org.apache.stanbol.commons.web.sparql-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.marmotta+marmotta-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,trunk,110,76,13,59,3105
apache/tinkerpop,org.apache.tinkerpop+sparql-gremlin-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,860,461,1,2,1586
apache/uima-sandbox,org.apache.jena+jena-filename:pom.xml,trunk,4,3,235,775,2010
apejak/sWEB,org.apache.jena+jena-filename:pom.xml,master,0,0,1195,612,1195
aperkaz/sparql-playground,org.openrdf.sesame+sesame-filename:pom.xml,master,0,0,392,392,392
API4KBs/kmdp-models,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,1,1,27,27,107
apontini/Mnemosyne_server,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,124,130,245
apoph1s/fusepool-ner,org.apache.stanbol+org.apache.stanbol-filename:pom.xml,master,0,0,1878,2198,2227
apoph1s/fusepool-sma,org.apache.stanbol+org.apache.stanbol-filename:pom.xml,master,0,0,1878,2227,2227
apoph1s/pipeline-transformer,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,1776,1772,1776
applied-systems-biology/misa-imagej,org.apache.jena+jena-filename:pom.xml,master,0,0,43,43,57
aprakas2/OpenRdfSpanqitAdapter,org.openrdf.sesame+sesame-filename:pom.xml,master,0,0,1784,1784,1784
april-nellis/jena,org.apache.jena+jena-filename:pom.xml,master,1,1,574,1045,1079
aprimpeli/silk.2.6-SchemaInstance,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,600,590,600
aquast/gndws,org.openrdf.sesame+sesame-filename:pom.xml & com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,1828,1828,2336
Ar5ham/RDFtoMETIS,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,335,1755,1975
aravindtal/ontologyDemo,org.apache.jena+jena-arq-extension:gradle & org.apache.jena+jena-extension:gradle,master,0,0,1204,1204,1204
arc12912/ElsevierDemo,org.apache.jena+jena-filename:pom.xml,master,0,0,742,742,742
arces-wot/SEPA,it.unibo.arces.wot+sepa-filename:pom.xml,master,12,3,2,2,742
Archaeogeomancy/GSTAR,org.openrdf.sesame+sesame-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,192,192,192
archer590/rdf-movie,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml & org.apache.jena+jena-fuseki-filename:pom.xml,master,0,0,1228,1224,1228
architolk/csv2rdf,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,127,127,127
architolk/Linked-Data-Theatre,org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.eclipse.rdf4j+rdf4j-repository-sparql-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,29,25,8,8,1545
architolk/rdf2rdf,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,145,145,145
architolk/rdf4jtest,org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.eclipse.rdf4j+rdf4j-repository-sparql-filename:pom.xml,master,0,0,477,477,477
Arclights/DBpediaAsker,org.openrdf.sesame+sesame-extension:gradle,master,0,0,271,268,1615
Arcturus5404/dotWebly,org.eclipse.rdf4j+rdf4j-filename:pom.xml,master,0,0,733,713,733
areadrom/titan,org.openrdf.sesame+sesame-filename:pom.xml,master,1,0,806,807,807
arekinath/joseki,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,2061,2061,2073
arekstasiewicz/json-stat2qb,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,1534,1392,1606
arenabd/BigData,com.hp.hpl.jena+jena-filename:pom.xml & org.openrdf.sesame+sesame-filename:pom.xml & at.newmedialab.ldpath+ldpath-core-bundle-filename:pom.xml & org.apache.stanbol+org.apache.stanbol.entityhub.site.linkeddata-filename:pom.xml & org.apache.clerezza+rdf.jena.sparql-filename:pom.xml & org.apache.stanbol+org.apache.stanbol-filename:pom.xml & org.apache.stanbol+org.apache.stanbol.rules.adapters.sparql-filename:pom.xml & org.apache.stanbol+org.apache.stanbol.entityhub.query.clerezza-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.stanbol+org.apache.stanbol.entityhub.query.sparql-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml & org.apache.stanbol+org.apache.stanbol.commons.web.sparql-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.marmotta+marmotta-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,1,1842,1842,2080
aresxs91/LinkedDataPersonCrawler,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,235,235,696
arg3s/ZTI_RDF_BENCHMARKING,org.openrdf.sesame+sesame-filename:pom.xml & org.eclipse.rdf4j+rdf4j-filename:pom.xml,master,0,0,80,511,553
arhs/owl2json-schema,org.apache.jena+jena-filename:pom.xml,master,2,0,363,412,701
ARiDa/qef-ld,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,1,1,1703,1682,2514
arieshan/Clinic-Service,org.apache.jena+jena-filename:pom.xml,master,0,0,33,33,33
aritschcorae/WikiDataRoleExtractor,org.apache.jena+jena-filename:pom.xml,master,0,0,22,22,35
AritzBi/XploreBilbao-D2RQ,org.apache.jena+jena-filename:build.xml,master,0,0,1806,1806,1826
arjamizo/openrdf-parser,org.openrdf.sesame+sesame-filename:pom.xml,master,0,0,1825,1825,1833
arjunakula/Visual-Dialogue-System,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,1,0,78,78,78
arjunkalburgi/rdfcomparer,org.apache.jena+jena-extension:gradle,master,1,0,1420,1421,1421
arnaldoapp/fairdata-lib,org.eclipse.rdf4j+rdf4j-filename:pom.xml,master,1,0,138,141,142
arnaldoapp/scaleus-fair,org.apache.jena+jena-text-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,1,0,111,111,142
ArnaudFavier/INSA-H4402,org.apache.jena+jena-filename:pom.xml,master,0,3,862,862,862
arnim/sesametm,org.openrdf.sesame+sesame-filename:pom.xml,master,1,1,1263,1472,1472
arnim/sesametm.sesame-sail-plugins,org.openrdf.sesame+sesame-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqlxml-filename:pom.xml & org.openrdf.sesame+sesame-queryparser-sparql-filename:pom.xml & org.openrdf.openrdf.sesame+sesame-queryparser-sparql-filename:pom.xml,master,0,0,1472,1472,1472
arnim/sesametm.sesame-sail-tmapi,org.openrdf.sesame+sesame-filename:pom.xml & org.openrdf.openrdf.sesame+sesame-queryparser-sparql-filename:pom.xml & org.openrdf.sesame+sesame-queryparser-sparql-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqlxml-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqljson-filename:pom.xml,master,0,0,1472,1472,1472
arobertogit/cuser,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,1237,1219,1242
arommel/semanticWeb,org.apache.jena+jena-filename:pom.xml,master,0,0,1436,1433,1436
Arshanes/WebSemantiqueTP,org.apache.jena+jena-filename:build.xml,master,0,0,1115,1114,1115
ArslanAle/jrdfb,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,1,0,106,106,777
artaleks9/che,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,523,502,523
artemzakruzhnyy/last,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,475,475,475
artemzakruzhnyy/music,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,475,475,475
artemzakruzhnyy/music-ontology,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,474,474,474
artemzakruzhnyy/semantic_music_ontology,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,473,473,473
arthan1011/diploma,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,1491,1386,1522
ArthurChome/DrJason,org.apache.jena+apache-jena-filename:pom.xml & org.apache.jena+jena-csv-filename:pom.xml & org.apache.jena+jena-spatial-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-text-es-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & org.apache.jena+jena-fuseki1-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-text-filename:pom.xml & org.apache.jena+jena-jdbc-filename:pom.xml & org.apache.jena+jena-fuseki-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,133,133,133
ArthurSens/DBPediaSpotlight,org.apache.jena+apache-jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,2,433,559,631
artyom4ek/MultiagentSystem,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,1,607,603,607
ARUKA-2017/integration-engine,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,dev-1,0,0,565,561,784
ARUKA-2017/processing-engine,org.apache.jena+jena-csv-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,tokenextraction_dev,1,2,573,561,783
ARUKA-2017/retrieval-engine,org.apache.jena+jena-filename:pom.xml,master,0,0,783,783,784
arunprasathe/nlptordf,org.openrdf.sesame+sesame-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,958,958,958
arvist/stackDataCrawler,org.apache.jena+jena-filename:pom.xml,master,0,0,1192,1189,1192
arvist/StackDataWS,org.apache.jena+jena-filename:pom.xml,master,0,0,1145,1142,1145
arvoConsultores/Open-Peer-Review-Module,org.apache.jena+jena-filename:pom.xml,master,4,0,125,722,722
asadbilal800/RDF,org.apache.jena+jena-filename:pom.xml,master,0,0,51,51,51
asadbilal800/Semantic_Project,org.apache.jena+jena-filename:pom.xml,master,0,0,28,28,28
Asadifar/HCqa,org.apache.jena+jena-jdbc-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,2,0,27,148,254
asalber/ecollections-api,org.apache.jena+jena-extension:gradle & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,1,1229,1224,1416
asalber/simeon-api,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,1229,1229,1322
asanchez75/rdf4j,org.openrdf.sesame+sesame-filename:pom.xml & org.eclipse.rdf4j+rdf4j-queryparser-sparql-filename:pom.xml & org.eclipse.rdf4j+rdf4j-sparql-testsuite-filename:pom.xml & org.eclipse.rdf4j+rdf4j-queryresultio-sparqljson-filename:pom.xml & org.eclipse.rdf4j+rdf4j-queryresultio-sparqlxml-filename:pom.xml & org.eclipse.rdf4j+rdf4j-spin-filename:pom.xml & org.eclipse.rdf4j+rdf4j-sparql-compliance-filename:pom.xml & org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.eclipse.rdf4j+rdf4j-repository-sparql-filename:pom.xml & org.eclipse.rdf4j+rdf4j-filename:build.xml,virtuoso-7.2.4.2,1,1,108,23,719
asanchez75/vivo_dump,org.apache.jena+jena-filename:pom.xml,master,0,0,488,488,488
asankagit/ontology-jena,org.apache.jena+jena-filename:pom.xml,master,0,1,138,136,167
asanthamax/analytic-dashboard,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,1093,1034,1093
ascatox/BeInCpps,org.openrdf.sesame+sesame-filename:pom.xml,master,0,1,1136,1126,1148
aschaetzle/PigSPARQL,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,2,1,530,646,646
aschaetzle/S2X,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,9,4,231,365,646
aschaetzle/Sempala,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,7,2,120,646,646
aschumilin/predclust,org.apache.jena+jena-filename:pom.xml,master,0,0,1612,1612,1740
aserour/ontology,org.apache.jena+jena-extension:gradle & org.apache.jena+apache-jena-extension:gradle,master,0,0,572,572,572
ashaw596/MechIOTest,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-fuseki-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml & org.appdapter+org.appdapter.lib.remote-filename:pom.xml,master,0,0,1511,1511,1578
ashishmenghani/che_temp_repo,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,187,187,188
asilcetin/omnirob-controller,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,426,496,511
AsjadLFC/secondhalf-projectgroup,org.apache.jena+jena-filename:pom.xml,master,0,0,59,59,61
AskNowQA/AskNow,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,27,7,58,702,1149
AskNowQA/AutoSPARQL,com.hp.hpl.jena+jena-filename:pom.xml & org.openrdf.sesame+sesame-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,73,50,17,819,2861
askomics/fedx4askomics,org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.eclipse.rdf4j+rdf4j-queryresultio-sparqljson-filename:pom.xml,rdf4j,0,0,754,485,754
askplatypus/platypus-kb-lucene,org.eclipse.rdf4j+rdf4j-queryresultio-sparqlxml-filename:pom.xml & org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.eclipse.rdf4j+rdf4j-queryresultio-sparqljson-filename:pom.xml & org.eclipse.rdf4j+rdf4j-queryparser-sparql-filename:pom.xml,master,2,0,190,190,1000
asobolev/jenatest,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,1506,1506,1507
asorici/consert-engine-component,org.apache.jena+jena-filename:build.xml,master,0,0,1713,1462,1819
assertrandom/em-semantic,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,1513,1513,1513
assertrandom/nlptest,org.apache.jena+jena-filename:pom.xml,master,0,0,1895,1895,1895
Astavinu/crac-core,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,1,0,1056,968,1056
asuciu1/Hons,org.apache.jena+jena-filename:build.xml,master,0,0,405,405,428
asvishen/NLP-TrecQA,org.apache.jena+jena-filename:pom.xml,master,0,0,1154,1154,1157
AsyaZav/SRW,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,468,468,468
athalhammer/summaServer,org.openrdf.sesame+sesame-filename:pom.xml,master,3,1,76,910,1567
athird/qshelf,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,1,1149,932,1827
atibaut/ontology-evaluation,org.apache.jena+jena-filename:pom.xml,master,1,0,440,440,460
atishaykumar/myJunkYard,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+apache-jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,1121,1121,1122
atlasapi/atlas,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,34,11,2,2,3262
atlasapi/atlas-feeds,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,4,3,104,6,3262
AtlasOfLivingAustralia/bie-profile,org.openrdf.sesame+sesame-filename:pom.xml,master,1,2,194,1322,1799
AtlasOfLivingAustralia/bie-service,org.openrdf.sesame+sesame-filename:pom.xml,master,0,1,194,1317,1799
AtlasOfLivingAustralia/biocache-service,org.openrdf.sesame+sesame-filename:pom.xml,master,3,15,1,1,1805
atmapersaud/analogy-solver,org.openrdf.sesame+sesame-filename:pom.xml,master,1,0,1503,1503,1515
atmire/ECLAC,org.apache.jena+jena-filename:pom.xml,master,0,0,910,868,910
atmire/Elsevier,org.apache.jena+jena-filename:pom.xml,master,1,1,183,183,916
atmire/REF,org.apache.jena+jena-filename:pom.xml,master,0,1,324,324,979
atmire/REF57,org.apache.jena+jena-filename:pom.xml,master,0,0,324,246,348
atmire/RIOXX,org.apache.jena+jena-filename:pom.xml,master,2,3,222,222,1400
atmire/RIOXX52,org.apache.jena+jena-filename:pom.xml,master,0,1,923,803,1325
atmire/RIOXX53,org.apache.jena+jena-filename:pom.xml,master,0,1,923,803,1324
atmire/RIOXX57,org.apache.jena+jena-filename:pom.xml,master,0,1,188,188,348
AtomGraph/Core,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,28,5,46,18,2501
AtomGraph/CSV2RDF,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,8,1,11,47,187
attadanta/rdf-mapper,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,930,843,930
attia-alshareef/dspace-6.3,org.apache.jena+jena-filename:pom.xml,master,0,0,55,55,55
attiah/the-fascinator,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,1235,1235,1235
ATTX-project/ontology-service,org.apache.jena+jena-core-extension:gradle & org.apache.jena+jena-arq-extension:gradle & org.apache.jena+jena-extension:gradle,master,0,0,336,336,512
ATTX-project/platform-tests,org.apache.jena+jena-core-extension:gradle & org.apache.jena+jena-extension:gradle,master,1,0,203,379,636
ATTX-project/validation-service,org.apache.jena+jena-arq-extension:gradle & org.apache.jena+jena-extension:gradle,master,0,0,414,414,511
atul9911/CatalogPOC,org.apache.marmotta+marmotta-filename:pom.xml,master,0,0,1421,1421,1421
atul9911/PolestarPOC,org.apache.marmotta+marmotta-filename:pom.xml,master,0,0,1418,1418,1418
atzori/mineral,org.apache.jena+jena-filename:pom.xml,master,0,0,114,114,126
atzori/runSPARQL,org.apache.jena+jena-filename:pom.xml,master,0,0,126,126,210
au-research/ANDS-ResearchVocabularies-Registry,org.eclipse.rdf4j+rdf4j-filename:build.xml & org.openrdf.sesame+sesame-filename:build.xml,master,0,0,9,9,551
AudiovisualMetadataPlatform/mico,org.openrdf.sesame+sesame-filename:pom.xml & org.apache.marmotta+marmotta-ldcache-file-filename:pom.xml & com.github.tkurz+sparql-mm-filename:pom.xml & org.apache.marmotta+marmotta-ldcache-common-filename:pom.xml & org.apache.marmotta+marmotta-sparql-filename:pom.xml & org.openrdf.sesame+sesame-repository-sparql-filename:pom.xml & org.apache.marmotta+marmotta-filename:pom.xml,master,0,0,110,110,110
audunve/Compose,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,97,97,1147
audunve/manusquare,org.apache.jena+jena-filename:pom.xml,master,0,1,17,17,29
audunven/source,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,20,20,27
augu8346/OpenCollegeGraph,org.apache.jena+jena-filename:build.xml,master,2,2,105,1503,1503
AuScope/portal-core,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,7,16,92,76,1778
automenta/netentionj,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,5,0,1183,1693,1748
avaranovich/linked_data_experiments,org.openrdf.sesame+sesame-filename:pom.xml,master,0,0,1983,2186,2193
avatar-use-cases/CCO-LD-Avatar,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml,master,0,0,15,2,19
avengerpenguin/r2r,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,1616,1616,1637
avicomp/ont-api,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,14,4,2,2,729
avicomp/ont-d2rq,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,3,0,21,21,705
avicomp/ont-map,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,2,2,273
