repo,origin,default_branch,stargazers_count,forks_count,updated_days_ago,pushed_days_ago,created_days_ago
HarshvardhanM/testOER,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,1,0,482,720,720
hartig/BlazegraphBasedTPFServer,org.openrdf.sesame+sesame-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,9,6,903,1064,1275
hartig/OptPlus4Jena,org.apache.jena+jena-filename:pom.xml,master,1,0,175,175,199
hartig/OptPlusExperiments,org.apache.jena+jena-filename:pom.xml,master,1,0,177,177,199
harusamei/mengToolKits,org.apache.jena+jena-filename:pom.xml,master,0,0,66,66,66
HasiniL/fyp-rpo,org.apache.jena+jena-filename:pom.xml,master,0,0,1128,1128,1128
HasiniL/rpo,org.apache.jena+jena-filename:pom.xml,master,0,0,1130,1007,1131
hassamshoaib/dspace-6.0-src-release,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,114,119,142
hassanidk/agregation,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,537,540,596
hastimal/Maven-using-s2x,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,2,0,1036,1121,1121
HatemMorgan/IOT-Node,org.apache.jena+jena-filename:pom.xml,master,0,0,1078,845,1092
HatemMorgan/SWIP,org.apache.jena+jena-filename:pom.xml,master,0,0,159,508,845
HAW-MI-P1/FBSearch,org.apache.jena+jena-arq-extension:gradle & org.apache.jena+jena-extension:gradle,master,0,0,1604,1604,1665
haxdai/SemanticWebBuilder,org.openrdf.sesame+sesame-filename:build.xml,master,0,0,867,867,1076
hayoc/webofbelief,org.eclipse.rdf4j+rdf4j-extension:gradle,master,0,0,1089,869,1089
hbarnard/fcrepo-phaidra,org.openrdf.sesame+sesame-filename:pom.xml,master,0,0,1526,1190,1526
hbeck/asp4j,org.openrdf.sesame+sesame-filename:pom.xml,master,3,2,34,1190,2208
hbz/lobid-rdf-to-json,org.openrdf.sesame+sesame-filename:pom.xml,master,0,1,833,685,1336
hbz/lobid-resources,org.apache.jena+jena-arq-filename:pom.xml,master,1,2,8,1,1388
hbz/oerworldmap.prototype,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,2,4,1483,1645,1948
hcarlUnamur/TechnoWeb,org.apache.jena+jena-filename:pom.xml,master,0,0,408,408,422
hcvazquez/acmap,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,2,0,12,841,841
hdadler/sensetrace-src,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+apache-jena-filename:pom.xml & org.apache.jena+jena-jdbc-driver-remote-filename:pom.xml & org.apache.jena+jena-spatial-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-text-filename:pom.xml & org.apache.jena+jena-jdbc-filename:pom.xml & org.apache.jena+jena-fuseki-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,1,1,1083,1083,1808
hdcrldu55/JavaO,org.apache.jena+jena-filename:pom.xml,master,0,0,809,807,809
hdcrldu55/OntologiaIU,org.apache.jena+jena-filename:pom.xml,master,0,0,885,838,886
healtw/test,org.openrdf.sesame+sesame-filename:pom.xml & org.openrdf.openrdf.sesame+sesame-queryparser-sparql-filename:pom.xml & org.apache.marmotta+kiwi-sparql-filename:pom.xml & org.openrdf.sesame+sesame-queryparser-sparql-filename:pom.xml & org.openrdf.sesame+sesame-sparql-testsuite-filename:pom.xml & org.openrdf.sesame+sesame-repository-sparql-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqlxml-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqljson-filename:pom.xml & org.apache.marmotta+marmotta-filename:pom.xml,master,0,0,447,447,447
HeathLee/SwRdf,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,1346,1344,1346
Heinz-CapstoneTeam/RDFProject,org.apache.jena+jena-filename:build.xml,master,0,0,2312,2312,2312
helishah3010/SPARQL,org.apache.jena+jena-filename:pom.xml,master,0,0,733,734,734
helton/orcamentoFederalRDF,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-extra-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,2061,2176,2202
hennyb/winter,com.hp.hpl.jena+jena-filename:pom.xml & org.openrdf.sesame+sesame-filename:pom.xml & org.openrdf.openrdf.sesame+sesame-queryparser-sparql-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.openrdf.sesame+sesame-queryparser-sparql-filename:pom.xml & com.hp.hpl.jena+arq-extra-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,1805,1805,1805
henribarres/JavaEE_DWWS,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,1498,1449,1514
henrietteharmse/ArmstrongDBPediaCaseStudy,org.apache.jena+jena-filename:pom.xml,master,0,0,194,194,211
henrietteharmse/henrietteharmse,org.apache.jena+jena-filename:pom.xml,master,4,3,84,84,605
henryje/cottageSSWAP,org.openrdf.sesame+sesame-filename:pom.xml,master,0,0,1873,1873,1873
Heptanome-INSA-S1/web-project,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,583,579,593
herbertt/AssignmentRdf4J,org.eclipse.rdf4j+rdf4j-filename:pom.xml,master,0,0,848,848,848
heshanjse/-enigma,org.openrdf.sesame+sesame-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,Heshan,0,0,1423,1423,1530
hettan/tddd43,org.apache.jena+apache-jena-filename:pom.xml & org.apache.jena+jena-csv-filename:pom.xml & org.apache.jena+jena-jdbc-driver-remote-filename:pom.xml & org.apache.jena+jena-spatial-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & org.apache.jena+jena-fuseki1-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-text-filename:pom.xml & org.apache.jena+jena-jdbc-filename:pom.xml & org.apache.jena+jena-fuseki-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,1310,1272,1346
heuer/cassa,org.openrdf.sesame+sesame-extension:gradle,master,4,0,1868,2485,2947
heuer/mio,org.openrdf.sesame+sesame-extension:gradle,master,2,0,1352,1705,1755
heuer/mrg-ext,org.openrdf.sesame+sesame-extension:gradle,master,1,0,2059,2520,2932
heuer/oomaploomap,com.hp.hpl.jena+jena-extension:gradle & org.apache.jena+jena-extension:gradle,master,2,0,2021,2810,2954
heussd/faust.rdf,org.openrdf.sesame+sesame-filename:pom.xml,master,0,0,2055,2112,2123
heussd/loddwhbench,org.apache.jena+jena-filename:pom.xml,master,0,0,1344,1298,1512
heussd/lodprobe,org.apache.jena+jena-filename:pom.xml,master,0,0,1485,1411,1521
heussd/socio,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,2,1,826,2588,2840
heussd/swmt,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,1,0,1485,2273,2608
HGitMaster/geotools-osgi,org.apache.jena+jena-filename:pom.xml,osgi,7,3,64,1911,2546
hgoliv/nli_openwordnet-pt,org.apache.jena+jena-filename:pom.xml,master,1,0,36,80,81
hguan6/icdValuesetMapping,org.apache.jena+jena-filename:pom.xml,master,0,0,538,511,538
hh31601245/javahomework,org.apache.jena+jena-filename:pom.xml,master,0,0,232,232,233
HHS/healthdata.gov,org.openrdf.sesame+sesame-filename:pom.xml & com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,14,13,19,1792,2648
HHS/meshrdf,org.apache.jena+jena-filename:pom.xml,master,48,16,15,15,1691
hias234/AustrianParliamentAnalyzer,org.apache.stanbol+org.apache.stanbol-filename:pom.xml,master,1,0,1248,1201,1392
hibernator11/geonames,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,987,987,992
hibernator11/validation,org.openrdf.sesame+sesame-filename:pom.xml,master,0,0,1062,863,1062
hidders/rdfgears.btodorov,org.apache.jena+jena-core-filename:pom.xml & com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,1548,1548,1548
hidders/rdfgears.master,org.apache.jena+jena-core-filename:pom.xml & com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,1548,1548,1548
hidders/rdfgears.u-sem,com.hp.hpl.jena+jena-filename:pom.xml & org.openrdf.sesame+sesame-filename:build.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:build.xml,master,0,0,1548,1548,1548
hidders/rdfgears.u-sem-osgi,org.apache.jena+jena-core-filename:pom.xml & com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,1548,1548,1548
hidders/rdfgears.warsaw,org.apache.jena+jena-core-filename:pom.xml & com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,1548,1548,1548
Hide-Matsu/AndroidDesignGuideline,matsu+matsu-extension:gradle,develop_0.0.1,0,0,1171,1160,1171
HiDevine/che-6.8.0,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,316,316,316
hiekata-lab/JavaEP,org.apache.jena+jena-filename:pom.xml,master,0,0,420,420,429
hieuha29062017/btloop,org.eclipse.rdf4j+rdf4j-filename:pom.xml,master,0,0,169,169,172
hilben/linkeddatamovieapplication,com.hp.hpl.jena+arq-filename:build.xml,master,0,0,1552,1552,1552
hilben/msee,org.openrdf.sesame+sesame-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqlxml-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqljson-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,1240,1240,1240
himahuja/pcatxcore,org.eclipse.rdf4j+rdf4j-filename:pom.xml,master,2,1,231,292,350
Hirayuki/lindenb,org.apache.jena+jena-filename:build.xml,master,0,0,1288,1288,1288
Historypin/hp-orchestrator,org.openrdf.sesame+sesame-filename:pom.xml,master,0,0,1126,1030,1148
hitakaken/ndp,org.openrdf.sesame+sesame-filename:pom.xml & org.openrdf.openrdf.sesame+sesame-queryparser-sparql-filename:pom.xml & org.apache.jena+jena-jdbc-driver-remote-filename:pom.xml & org.apache.jena+jena-spatial-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.openrdf.sesame+sesame-queryparser-sparql-filename:pom.xml & org.openrdf.sesame+sesame-sparql-testsuite-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & org.openrdf.sesame+sesame-repository-sparql-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-text-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqlxml-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqljson-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,1,0,1124,1464,1493
hitakaken/novbank-patent,org.apache.jena+jena-filename:pom.xml,master,1,0,581,1591,1592
hitakaken/novbank-store,org.apache.jena+jena-filename:pom.xml,master,0,1,1512,1190,1517
hiwhitley/FoodKnowledgeGraph,org.apache.jena+jena-filename:pom.xml,master,0,0,932,931,932
hjunaid/mimir,uk.ac.gate.mimir+mimir-plugin-sparql-filename:build.xml,master,0,0,771,771,771
hkarl/opennetinf,org.apache.jena+jena-filename:ivy.xml & com.hp.hpl.jena+arq-filename:ivy.xml & com.hp.hpl.jena+jena-filename:ivy.xml & org.apache.jena+jena-filename:build.xml,master,0,0,1539,1539,1539
hknochi/semantic-business,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,1,1812,1808,1822
HL7/fhir,org.apache.jena+jena-iri-filename:ivy.xml & org.apache.jena+jena-core-filename:ivy.xml & org.apache.jena+jena-arq-filename:ivy.xml & org.apache.jena+jena-filename:ivy.xml,master,94,62,4,4,1889
HL7/UTG,org.apache.jena+jena-iri-filename:ivy.xml & org.apache.jena+jena-core-filename:ivy.xml & org.apache.jena+jena-arq-filename:ivy.xml & org.apache.jena+jena-filename:ivy.xml,master,0,2,2,2,394
hltcoe/concrete-java,org.apache.jena+jena-filename:pom.xml,master,7,8,30,30,1814
hmottestad/FastRdfsForwardChainingSail,org.openrdf.sesame+sesame-filename:pom.xml & org.apache.jena+apache-jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,2,0,950,949,1027
hmottestad/manchester.js,org.apache.jena+jena-filename:pom.xml,master,0,0,1474,1473,1484
hmottestad/shacl-example,org.eclipse.rdf4j+rdf4j-filename:pom.xml,master,0,0,473,473,473
hmottestad/signature-problem,org.eclipse.rdf4j+rdf4j-filename:pom.xml,master,0,0,170,170,170
hoangngt/bachelorarbeit,org.apache.jena+jena-filename:pom.xml,master,0,0,1796,1795,1796
hobbit-project/core,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,3,4,7,6,912
hobbit-project/DataStorageBenchmark,org.aksw.jena-sparql-api+jena-sparql-api-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,1,238,238,779
hobbit-project/DataStorageBenchmark-Dev,org.apache.jena+jena-jdbc-driver-remote-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,1,751,751,796
hobbit-project/docker-service-api,org.aksw.jena-sparql-api+jena-sparql-api-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,155,65,155
hobbit-project/faceted-browsing-benchmark,org.apache.jena+jena-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-core-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-server-standalone-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,1,2,200,6,798
hobbit-project/Fact-Checking-Benchmark,org.apache.jena+jena-filename:pom.xml,master,0,1,97,97,345
hobbit-project/gerbil-benchmark,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,1,0,415,455,801
hobbit-project/gerbil-qa-evaluation-module,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,1,818,516,819
hobbit-project/graphdb-free-mocha-sa,org.apache.jena+jena-core-filename:pom.xml & org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,390,390,412
hobbit-project/jenafuseki-mocha-sa,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,393,393,457
hobbit-project/LinkingBenchmark,org.openrdf.sesame+sesame-filename:pom.xml,master,0,0,761,632,784
hobbit-project/lived-datagen,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,145,145,219
hobbit-project/mm-datagen,org.apache.jena+jena-filename:pom.xml,master,0,0,379,379,778
hobbit-project/neptune-system-adapter,org.aksw.jena-sparql-api+jena-sparql-api-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,181,181,233
hobbit-project/odin,org.apache.jena+jena-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-core-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-cache-h2-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-filename:pom.xml,master,0,0,148,148,800
hobbit-project/platform,org.apache.jena+jena-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-core-filename:pom.xml & org.apache.jena+jena-core-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,18,3,7,7,940
hobbit-project/queriesasknow,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,230,230,230
hobbit-project/QuestionAnsweringBenchmark,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,3,1,197,197,778
hobbit-project/sml-benchmark,org.apache.jena+jena-filename:pom.xml,master,0,0,148,148,912
hobbit-project/sml-v2-datagen,org.apache.jena+jena-filename:pom.xml,master,0,0,345,355,397
hobbit-project/SpatialBenchmark,org.openrdf.sesame+sesame-filename:pom.xml,master,0,0,330,330,803
hobbit-project/test_hobbit_qa,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,198,198,259
hobbit-project/versioning-benchmark,org.aksw.jena-sparql-api+jena-sparql-api-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,1,0,268,317,798
hobbit-project/versioning-benchmark-ls,org.aksw.jena-sparql-api+jena-sparql-api-filename:pom.xml & org.aksw.jena-sparql-api+jena-sparql-api-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,234,234,323
hoedlale16/BPMN20OntologyTester,org.apache.jena+jena-filename:pom.xml,master,1,1,134,134,235
holysjl/Fact-Checking-Survey,org.apache.jena+jena-filename:pom.xml,master,0,0,551,551,551
HongDucTa/WebSemantic,org.apache.jena+jena-filename:pom.xml,master,0,0,82,82,88
HongDucTa/WebSemanticGUI,org.apache.jena+jena-filename:pom.xml,master,0,0,82,83,84
honzaseda/DBM2example,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,624,624,624
honzaseda/DBM2ontology,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,584,556,599
HosanaUFRRJ2014/trab_tebd2,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,337,337,340
hosniah/Trias,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,1099,1008,1099
hosungio/hsio-snippet,org.apache.jena+jena-filename:pom.xml,master,0,0,957,719,974
housseindh/Hl7ToRDF,org.apache.jena+jena-filename:pom.xml,master,4,0,7,297,297
HowardLander/DataBridge,org.apache.jena+jena-filename:pom.xml,master,1,3,915,405,2373
HowardLander/DataBridge-contrib,org.apache.jena+jena-filename:pom.xml,master,0,3,233,405,1717
hpcc-systems/HPCC-JAPIs,org.apache.jena+jena-core-filename:pom.xml,master,2,20,6,2,1869
hpi-dhc/trec-pm,org.apache.jena+jena-filename:pom.xml,master,2,1,48,48,215
Hronom/neo4j-vs-apache-jena,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,1236,1236,1236
Hronom/test-graphs-db,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.marmotta+marmotta-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,1207,1011,1207
Hronom/test-jena,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,1,1207,1204,1407
hrvojesimic/scardf,com.hp.hpl.jena+jena-filename:pom.xml & com.hp.hpl.jena+arq-filename:pom.xml,master,0,0,1427,1427,1427
hryptr/RdfSparql,org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.eclipse.rdf4j+rdf4j-repository-sparql-filename:pom.xml,master,0,0,333,333,333
hryptr/rdfSparqlTest,org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.eclipse.rdf4j+rdf4j-repository-sparql-filename:pom.xml,master,0,0,334,334,334
hryptr/TestRepo2,org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.eclipse.rdf4j+rdf4j-repository-sparql-filename:pom.xml,master,0,0,334,334,334
hryptr/TestRepo3,org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.eclipse.rdf4j+rdf4j-repository-sparql-filename:pom.xml,master,0,0,334,334,334
hrysakis/d2v_change_detection_tool,org.openrdf.sesame+sesame-filename:pom.xml & org.openrdf.sesame+sesame-repository-sparql-filename:pom.xml,master,1,2,238,238,1429
HS20/Metrics,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,329,329,329
hserv/entity-tracking,org.apache.marmotta+marmotta-sparql-filename:pom.xml & org.apache.marmotta+marmotta-filename:pom.xml & org.apache.marmotta+marmotta-ldcache-kiwi-filename:pom.xml,master,0,0,24,31,449
hsiehpinghan/assistant,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,2,30,30,1638
HSW-Hameln/Homer,org.apache.jena+jena-extension:gradle & org.apache.stanbol+org.apache.stanbol-extension:gradle & org.apache.jena+jena-jdbc-driver-remote-extension:gradle,master,0,0,1637,1794,2058
hterhors/GenericDBPediaOBIEProject,org.apache.jena+jena-filename:pom.xml,master,0,0,105,105,197
hterhors/OBIECore,org.apache.jena+jena-filename:pom.xml,master,1,0,75,75,273
hterhors/OBIEMachineLearningFramework,org.apache.jena+jena-filename:pom.xml,master,0,1,75,75,273
hterhors/OWL2JavaBin,org.apache.jena+jena-filename:pom.xml,master,0,1,84,84,273
hterhors/SemanticDBPediaReader,org.apache.jena+jena-filename:pom.xml,master,0,0,22,22,27
hterhors/SemanticMachineReading,org.apache.jena+jena-filename:pom.xml,master,0,0,14,14,68
hterhors/SoccerPlayerOBIEProject,org.apache.jena+jena-filename:pom.xml,master,1,1,105,34,273
htrc/HTRC-CulturalScaleModels,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,76,225,1483
huanhuan5695/MVCframe,org.apache.jena+jena-filename:pom.xml,master,0,0,659,659,659
hudoni/OMTwitter,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,4,0,470,2360,2469
HughP/simal,com.hp.hpl.jena+jena-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,1534,1534,1534
hugomanguinhas/europeana,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,3,0,959,959,1408
hugomanguinhas/europeana_eval,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,980,980,980
hugomanguinhas/europeana_experiments,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,959,911,959
hugomanguinhas/europeana_ld,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,194,194,1174
hugomanguinhas/europeana_shapes,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,2,2,932,958,1190
hugrave-upc/SDM_lab3,org.apache.jena+jena-filename:pom.xml,master,0,0,35,35,40
huiwenhan/LoadWordnetToNeo4j,org.openrdf.sesame+sesame-filename:pom.xml,master,1,0,2059,2388,2388
Humanise/onlineobjects,org.apache.jena+jena-core-filename:ivy.xml & org.apache.jena+jena-arq-filename:ivy.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-iri-filename:pom.xml & org.apache.jena+jena-iri-filename:ivy.xml & org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:ivy.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,4,4,1445
humbertodalpra/Visual,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,0,0,1238,1238,1238
HuygensING/timbuctoo,org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.apache.jena+jena-filename:pom.xml,master,34,6,14,14,2002
huynhvp/BUCKLE-Fact_checking,org.apache.jena+jena-filename:pom.xml,master,0,0,101,101,273
huyquangvevo/Project-II,org.eclipse.rdf4j+rdf4j-queryparser-sparql-filename:pom.xml & org.eclipse.rdf4j+rdf4j-queryresultio-sparqljson-filename:pom.xml & org.eclipse.rdf4j+rdf4j-queryresultio-sparqlxml-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.eclipse.rdf4j+rdf4j-filename:pom.xml & org.eclipse.rdf4j+rdf4j-repository-sparql-filename:pom.xml,master,0,0,392,392,430
hwang777/horne-cdbg-test-automation,org.apache.jena+jena-filename:pom.xml,master,0,0,548,472,584
hwang777/jena-rest-api,org.apache.jena+jena-filename:pom.xml,master,0,0,582,551,582
HWUConvAgentsOntologies/fel_server,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,359,359,499
hyndavirohith/mychanges_gerbil,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,475,468,475
hypergraphql/hypergraphql,org.apache.jena+jena-core-extension:gradle & org.apache.jena+jena-arq-extension:gradle & org.apache.jena+jena-extension:gradle,master,54,6,12,196,331
hyzor/HittaRecruitment,org.eclipse.rdf4j+rdf4j-filename:pom.xml,master,0,0,763,758,765
hyzor/HittaRecruitment-Java8,org.eclipse.rdf4j+rdf4j-filename:pom.xml,master,0,0,732,731,732
i140012/Software-Testing-Assignment-2,org.apache.jena+jena-core-extension:gradle & org.apache.jena+jena-arq-extension:gradle & org.apache.jena+jena-extension:gradle,master,0,0,390,390,392
I2PM/Cloudbased-S-BPM-WfMS,org.apache.jena+jena-extension:gradle,master,1,1,86,1,98
i3mainz/chronontology-spatialtools,org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,671,671,951
i3mainz/GMLImporter,org.apache.jena+jena-core-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,114,114,296
i3mainz/knowledgebase,org.openrdf.sesame+sesame-filename:pom.xml & org.apache.jena+jena-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqlxml-filename:pom.xml & org.openrdf.sesame+sesame-queryresultio-sparqljson-filename:pom.xml & org.apache.jena+jena-arq-filename:pom.xml,master,0,0,1234,1233,1238
